generation_index,target_raw_property,num_atoms,valid,rdkit_mol_created,has_unresolved_mask,atom_mask_remaining,charge_mask_remaining,bond_mask_remaining,sanitize_ok,single_component,smiles_ok,written_to_sdf,sdf_filename,sdf_path,smiles,canonical_smiles,is_unique_generated,duplicate_of_generation_index,dataset_membership_checked,in_train_dataset,in_val_dataset,in_test_dataset,in_any_dataset,is_novel,error
36,0.5,75,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 1 C, 5, is greater than permitted"
37,0.5,93,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 5 10 13 38 44 50 82 91
38,0.5,87,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 35 C, 5, is greater than permitted"
39,0.5,97,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 12 14 15 19 21 32 35 38 43 46 50 56 66 84 92
40,0.5,85,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 14 H, 2, is greater than permitted"
41,0.5,82,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 9 C, 5, is greater than permitted"
42,0.5,100,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 25 O, 3, is greater than permitted"
43,0.5,70,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 19 26 28 39 45 47 52 56
44,0.5,104,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 50 H, 2, is greater than permitted"
45,0.5,83,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 51 H, 2, is greater than permitted"
46,0.5,100,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 6 13 18 21 23 24 30 43 44 55 57 63 69 84 91 96 98
47,0.5,64,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 31 C, 5, is greater than permitted"
48,0.5,109,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 56 H, 3, is greater than permitted"
49,0.5,60,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 6 16 26 29 44 52
50,0.5,94,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 7 13 15 26 27 29 37 38 40 43 47 58 61 73 83
51,0.5,88,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 21 H, 2, is greater than permitted"
52,0.5,86,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 58 H, 4, is greater than permitted"
53,0.5,108,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 9 16 36 47 49 57 59 64 66 81
54,0.5,76,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 10 16 27 36 37 54 73
55,0.5,69,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 67 N, 4, is greater than permitted"
56,0.5,63,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 3 4 6 11 29 35 36 39 44 46 48 54 58 59 60 61
57,0.5,77,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 51 H, 2, is greater than permitted"
58,0.5,117,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 35 H, 2, is greater than permitted"
59,0.5,90,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 22 N, 4, is greater than permitted"
60,0.5,99,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 6 C, 6, is greater than permitted"
61,0.5,90,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 12 25 26 30 34 38 40 44 50 56 67 72 81 83
62,0.5,80,True,True,False,False,False,False,True,True,True,True,00062.sdf,/home/jovyan/cpu-only-1-datavol-1/psg/generation/MolGuidance_s1_simple_v7/generated/20260821_052601/sdf/00062.sdf,[H]C1=C([H])C(n2c([H])c([H])c3c4c5c([H])c([H])oc5n([H])c4c([H])c([H])c32)=C([H])C2=NC([H])=C(C([H])([H])c3c(-c4c([H])c(-c5c([H])nc([H])c([H])c5[H])nc5nc([H])nc([H])c45)c([H])c([H])c4c([H])c([H])c([H])c([H])c34)N([H])C2=N1,[H]C1=C([H])C(n2c([H])c([H])c3c4c5c([H])c([H])oc5n([H])c4c([H])c([H])c32)=C([H])C2=NC([H])=C(C([H])([H])c3c(-c4c([H])c(-c5c([H])nc([H])c([H])c5[H])nc5nc([H])nc([H])c45)c([H])c([H])c4c([H])c([H])c([H])c([H])c34)N([H])C2=N1,True,,True,False,False,False,False,True,
63,0.5,104,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 38 C, 5, is greater than permitted"
64,0.5,93,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 17 44 47 59 76 90
65,0.5,108,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 6 7 9 10 14 16 21 26 31 33 57 58 67 80 93 100
66,0.5,79,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 26 H, 2, is greater than permitted"
67,0.5,109,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 43 O, 3, is greater than permitted"
68,0.5,106,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 33 C, 5, is greater than permitted"
69,0.5,95,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 7 33 37 55 56 61 70 74
70,0.5,71,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 24 26 29 41 56
71,0.5,82,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 46 C, 5, is greater than permitted"
72,0.5,80,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 51 C, 5, is greater than permitted"
73,0.5,76,False,True,False,False,False,False,True,False,False,False,,,,,,,True,,,,,,ValueError: molecule contains 2 disconnected fragments
74,0.5,91,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 7 19 21 26 57 61 62 69 70 89
75,0.5,83,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 7 26 38
76,0.5,61,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 42 C, 5, is greater than permitted"
77,0.5,60,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 17 C, 5, is greater than permitted"
78,0.5,100,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 8 12 27 35 36 43 47 61 66 67 71 94
79,0.5,97,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 2 H, 2, is greater than permitted"
80,0.5,80,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 5 9 10 19 25 34 39 40 44 46 50 77
81,0.5,94,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 29 36 59 64 69 78 79 82
82,0.5,102,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 32 35 38 41 63 70 82 92 93 94 96 97
83,0.5,92,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 40 51 53 58 62 71 89
84,0.5,83,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 8 H, 2, is greater than permitted"
85,0.5,75,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 8 17 22 24 30 61 63 72
86,0.5,95,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 17 24 27 28 37 60 69 71 80 81
87,0.5,74,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 6 10 13 18 39 49 51 64 66 67 72
88,0.5,88,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 6 10 13 15 17 22 24 31 32 46 47 52 54 68 74 82 84 85
89,0.5,111,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 11 20 24 26 29 32 44 48 55 61 83 97 98 104 105
90,0.5,80,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 72 H, 2, is greater than permitted"
91,0.5,105,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 12 18 20 25 33 35 43 49 54 63 68 74 78 79 86 88 92 97 104
92,0.5,89,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 66 H, 2, is greater than permitted"
93,0.5,95,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 38 C, 5, is greater than permitted"
94,0.5,98,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 28 N, 4, is greater than permitted"
95,0.5,87,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 4 21 31 33 64 85
96,0.5,110,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 5 10 11 18 20 23 24 27 30 31 36 40 41 48 49 52 54 58 62 64 66 75 78 81 83 86 93 96 102 105 106 108 109
97,0.5,54,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 6 13 26 34 45 46 53
98,0.5,104,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 38 O, 3, is greater than permitted"
99,0.5,102,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 17 33 37 52 56 58 68 77 98
