generation_index,target_raw_property,num_atoms,valid,rdkit_mol_created,has_unresolved_mask,atom_mask_remaining,charge_mask_remaining,bond_mask_remaining,sanitize_ok,single_component,smiles_ok,written_to_sdf,sdf_filename,sdf_path,smiles,canonical_smiles,is_unique_generated,duplicate_of_generation_index,dataset_membership_checked,in_train_dataset,in_val_dataset,in_test_dataset,in_any_dataset,is_novel,error
21,0.5,76,True,True,False,False,False,False,True,True,True,True,00021.sdf,/home/jovyan/cpu-only-1-datavol-1/psg/generation/MolGuidance_s1_simple_v7/generated/20260820_061008/sdf/00021.sdf,[H]c1nc(-c2c([H])c([H])c([H])n2[H])nnc1-c1c(C([H])c2oc([H])c([H])c2[H])nc([H])c2c1nc(-c1c([H])nc([H])c([H])c1[H])c1oc(-c3nc4nc5c([H])nc([H])c([H])c5c([H])c4c([H])c3[H])c([H])c([H])c([H])oc12,[H]c1nc(-c2c([H])c([H])c([H])n2[H])nnc1-c1c(C([H])c2oc([H])c([H])c2[H])nc([H])c2c1nc(-c1c([H])nc([H])c([H])c1[H])c1oc(-c3nc4nc5c([H])nc([H])c([H])c5c([H])c4c([H])c3[H])c([H])c([H])c([H])oc12,True,,True,False,False,False,False,True,
22,0.5,91,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 20 31 49 64 70 72 80 83
23,0.5,100,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 9 40 73 78 82 88
24,0.5,79,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 50 C, 4, is greater than permitted"
25,0.5,91,True,True,False,False,False,False,True,True,True,True,00025.sdf,/home/jovyan/cpu-only-1-datavol-1/psg/generation/MolGuidance_s1_simple_v7/generated/20260820_061008/sdf/00025.sdf,[H]C([H])=C([H])N(c1c([H])c([H])c([H])c([H])c1[H])n1c(N([H])c2oc(-n3c([H])c([H])n4c([H])c(N([H])[H])c([H])c34)c([H])c2[H])c([H])c2c([H])c(-c3nc4c(c([H])c3[H])Oc3c([H])c([H])c5c6c([H])c([H])c([H])c([H])c6n([H])c5c3C4(C([H])([H])[H])C([H])([H])[H])nc([H])c21,[H]C([H])=C([H])N(c1c([H])c([H])c([H])c([H])c1[H])n1c(N([H])c2oc(-n3c([H])c([H])n4c([H])c(N([H])[H])c([H])c34)c([H])c2[H])c([H])c2c([H])c(-c3nc4c(c([H])c3[H])Oc3c([H])c([H])c5c6c([H])c([H])c([H])c([H])c6n([H])c5c3C4(C([H])([H])[H])C([H])([H])[H])nc([H])c21,True,,True,False,False,False,False,True,
26,0.5,106,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 87 O, 3, is greater than permitted"
27,0.5,101,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 37 O, 3, is greater than permitted"
28,0.5,71,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 11 15 44
29,0.5,80,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 47 O, 3, is greater than permitted"
30,0.5,62,True,True,False,False,False,False,True,True,True,True,00030.sdf,/home/jovyan/cpu-only-1-datavol-1/psg/generation/MolGuidance_s1_simple_v7/generated/20260820_061008/sdf/00030.sdf,[H]c1oc2c([H])c3c4c([H])c([H])c(-c5nnc6c(C#N)c([H])c([H])c([H])c6n5)c(-c5c([H])c([H])c([H])n5[H])c4n([H])c3c(C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c2c1C([H])C([H])[H],[H]c1oc2c([H])c3c4c([H])c([H])c(-c5nnc6c(C#N)c([H])c([H])c([H])c6n5)c(-c5c([H])c([H])c([H])n5[H])c4n([H])c3c(C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])c2c1C([H])C([H])[H],True,,True,False,False,False,False,True,
31,0.5,111,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 2 O, 3, is greater than permitted"
32,0.5,99,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 15 N, 4, is greater than permitted"
33,0.5,77,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 12 13 20 37 40 42 50 51 62 66 67 69 71
34,0.5,50,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 5 N, 4, is greater than permitted"
35,0.5,86,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 15 23 38 49 50 51 53 55 63 69 71 80
36,0.5,75,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 4 5 6 15 20 24 32 71
37,0.5,93,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 36 C, 5, is greater than permitted"
38,0.5,87,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 2 H, 2, is greater than permitted"
39,0.5,97,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 12 N, 4, is greater than permitted"
40,0.5,85,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 18 N, 4, is greater than permitted"
41,0.5,82,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 29 C, 5, is greater than permitted"
42,0.5,100,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 12 22 27 31 32 33 41 42 60 63 86 87 93
43,0.5,70,True,True,False,False,False,False,True,True,True,True,00043.sdf,/home/jovyan/cpu-only-1-datavol-1/psg/generation/MolGuidance_s1_simple_v7/generated/20260820_061008/sdf/00043.sdf,[H]C1=NC([H])([H])C2=c3c(c([H])c([H])c4c3c([H])c([H])n4-c3c([H])c4c(n3C#N)-c3c([H])c([H])c([H])c([H])c3SC4[H])=C([H])C2=C1c1c([H])c([H])c(-c2c([H])c([H])nc3c([H])c([H])c([H])nc23)c([H])c1[H],[H]C1=NC([H])([H])C2=c3c(c([H])c([H])c4c3c([H])c([H])n4-c3c([H])c4c(n3C#N)-c3c([H])c([H])c([H])c([H])c3SC4[H])=C([H])C2=C1c1c([H])c([H])c(-c2c([H])c([H])nc3c([H])c([H])c([H])nc23)c([H])c1[H],True,,True,False,False,False,False,True,
44,0.5,104,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 88 C, 5, is greater than permitted"
45,0.5,83,True,True,False,False,False,False,True,True,True,True,00045.sdf,/home/jovyan/cpu-only-1-datavol-1/psg/generation/MolGuidance_s1_simple_v7/generated/20260820_061008/sdf/00045.sdf,[H]C([H])=C1c2c([H])c3c4c(c(-c5c([H])oc(-c6c(C(=O)c7c([H])nc([H])c([H])c7[H])nc([H])c(C([H])([H])[H])c6N([H])[H])c5[H])c([H])c([H])c4c2N([H])C1([H])C([H])([H])[H])C(c1nc2c(nc(-c4nc([H])c([H])c([H])c4[H])n2[H])c([H])c1[H])=C3[H],[H]C([H])=C1c2c([H])c3c4c(c(-c5c([H])oc(-c6c(C(=O)c7c([H])nc([H])c([H])c7[H])nc([H])c(C([H])([H])[H])c6N([H])[H])c5[H])c([H])c([H])c4c2N([H])C1([H])C([H])([H])[H])C(c1nc2c(nc(-c4nc([H])c([H])c([H])c4[H])n2[H])c([H])c1[H])=C3[H],True,,True,False,False,False,False,True,
46,0.5,100,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 14 27 28 29 31 36 38 46 72 76 99
47,0.5,64,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 8 12 20 37 43 59 61
48,0.5,109,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 20 C, 5, is greater than permitted"
49,0.5,60,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 8 10 14 19 25 35 38
50,0.5,94,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 6 9 18 33 49 54 57 68 69 76 80 81
51,0.5,88,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 7 37 40 51 57 58 62 64 78 84
52,0.5,86,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,AtomKekulizeException: non-ring atom 75 marked aromatic
53,0.5,108,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 44 C, 5, is greater than permitted"
54,0.5,76,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 12 13 19 21 46 49 52 59 61 66 74
55,0.5,69,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 4 5 8 10 13 14 20 21 25 30 45 46 53 54
56,0.5,63,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 17 31 34 36 46 61
57,0.5,77,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 8 N, 4, is greater than permitted"
58,0.5,117,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 5 16 17 32 54 59 65 80 83 89 92 107
59,0.5,90,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 53 O, 3, is greater than permitted"
60,0.5,99,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 14 C, 5, is greater than permitted"
61,0.5,90,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 13 69 74
62,0.5,80,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 9 12 15 17 32 35 42 46 59 67 74 79
63,0.5,104,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 97 H, 2, is greater than permitted"
64,0.5,93,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 9 13 24 28 29 33 58 60 61 72 77 84 86
65,0.5,108,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 11 19 25 32 34 35 62 65 66 73 74 85
66,0.5,79,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 51 H, 2, is greater than permitted"
67,0.5,109,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 38 O, 3, is greater than permitted"
68,0.5,106,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 81 Cl, 3, is greater than permitted"
69,0.5,95,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 91 O, 3, is greater than permitted"
70,0.5,71,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 7 10 21 24 26 56 58
71,0.5,82,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 3 16 24 27 28 31 46 55 65 66 77 79
72,0.5,80,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 10 38 44 46 52 61 62 64 72
73,0.5,76,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 2 3 8 15 20 24 27 32 34 35 37 44 57 60 65 66 68 69 72 74
74,0.5,91,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 6 14 45 54 59 68
75,0.5,83,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 10 11 12 17 25 37 47 51 52 53 56 67 68 70 71 73 82
76,0.5,61,True,True,False,False,False,False,True,True,True,True,00076.sdf,/home/jovyan/cpu-only-1-datavol-1/psg/generation/MolGuidance_s1_simple_v7/generated/20260820_061008/sdf/00076.sdf,[H]C([SH]=C(Oc1nc2c(-c3nc([H])c(C#N)c([H])c3[H])c(C#N)c([H])c([H])c2s1)c1c([H])c([H])c2c(c1[H])c1c([H])c([H])c([H])c([H])c1n2[H])=C([H])c1nc([H])c([H])c([H])n1,[H]C([SH]=C(Oc1nc2c(-c3nc([H])c(C#N)c([H])c3[H])c(C#N)c([H])c([H])c2s1)c1c([H])c([H])c2c(c1[H])c1c([H])c([H])c([H])c([H])c1n2[H])=C([H])c1nc([H])c([H])c([H])n1,True,,True,False,False,False,False,True,
77,0.5,60,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 12 20 22 24 29 34 38 49 50
78,0.5,100,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 10 H, 2, is greater than permitted"
79,0.5,97,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 40 O, 3, is greater than permitted"
80,0.5,80,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 17 30 32 35 37 41 61 73
81,0.5,94,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 31 H, 2, is greater than permitted"
82,0.5,102,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 24 29 31 35 38 70 75 76 82 91 93 95 96 97 101
83,0.5,92,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 68 C, 5, is greater than permitted"
84,0.5,83,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 7 29 34 54 58 67 69 70 74
85,0.5,75,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 10 11 16 19 27 32 44 48 49 53 54 65 74
86,0.5,95,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 5 C, 5, is greater than permitted"
87,0.5,74,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 13 16 18 19 30 31 39 43 49 51 54 64 66 67 72
88,0.5,88,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 1 H, 2, is greater than permitted"
89,0.5,111,True,True,False,False,False,False,True,True,True,True,00089.sdf,/home/jovyan/cpu-only-1-datavol-1/psg/generation/MolGuidance_s1_simple_v7/generated/20260820_061008/sdf/00089.sdf,[H]C1=C([H])C([H])=C2C([H])(C(C(c3c([H])c([H])nc4c3c3c([H])nc([H])c([H])c5c(-c6c([H])oc(C(C([H])([H])[H])C([H])([H])C7(C([H])([H])[H])C([H])([H])C7([H])[H])c6[H])c6c([H])c([H])c([H])c4c6c3-5)(C([H])([H])[H])C([H])([H])[H])=N1)C2([H])c1c([H])c(-c2nc3c([H])c([H])nc4c(-c5nc([H])c([H])c([H])c5[H])c([H])c([H])c-4c3o2)n([H])c1[H],[H]C1=C([H])C([H])=C2C([H])(C(C(c3c([H])c([H])nc4c3c3c([H])nc([H])c([H])c5c(-c6c([H])oc(C(C([H])([H])[H])C([H])([H])C7(C([H])([H])[H])C([H])([H])C7([H])[H])c6[H])c6c([H])c([H])c([H])c4c6c3-5)(C([H])([H])[H])C([H])([H])[H])=N1)C2([H])c1c([H])c(-c2nc3c([H])c([H])nc4c(-c5nc([H])c([H])c([H])c5[H])c([H])c([H])c-4c3o2)n([H])c1[H],True,,True,False,False,False,False,True,
90,0.5,80,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 11 13 49 50
91,0.5,105,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 51 C, 5, is greater than permitted"
92,0.5,89,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 15 O, 3, is greater than permitted"
93,0.5,95,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 49 F, 2, is greater than permitted"
94,0.5,98,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 12 14 30 31 42 61 63
95,0.5,87,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 6 12 32 34 37 39 49 53 55 70 74 78 82
96,0.5,110,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 107 C, 5, is greater than permitted"
97,0.5,54,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 6 C, 5, is greater than permitted"
98,0.5,104,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 10 C, 5, is greater than permitted"
99,0.5,102,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 6 18 22 41 57 86
